Subject,Trial,Event Type,Code,Time,TTime,Uncertainty,Duration,Uncertainty,ReqTime,ReqDur,Stim Type,Pair Index
2,45,Picture,T1_Setgroesse_4_Sequenz_LHPF,511025,0,1,1170,2,0,next,other,0
2,45,Response,1,524619,13594,1,,,,,,
2,46,Picture,T1_6_BS_seq:_L,524900,0,1,167,2,0,next,other,0
2,46,Response,1,530189,5289,2,,,,,,
2,47,Picture,T1_6_BS_seq:_LH,530416,0,1,168,2,0,next,other,0
2,47,Response,1,536585,6169,1,,,,,,
2,48,Picture,T1_6_BS_seq:_LHP,536769,0,1,167,2,0,next,other,0
2,48,Response,1,541949,5180,2,,,,,,
2,49,Picture,T1_6_BS_seq:_LHPF,542118,0,1,167,2,0,next,other,0
2,49,Response,1,552265,10147,1,,,,,,
2,50,Picture,FB_corr,557330,5000,1,10030,2,5000,next,other,0
2,51,Picture,Start_2.Training,577390,0,1,19558,2,0,next,other,0
2,51,Response,1,596822,19432,2,,,,,,
2,52,Picture,T2_1_Gleichung:_(4/1)+2=?,596948,0,1,137411,2,0,next,other,0
2,52,Response,1,734206,137258,2,,,,,,
2,52,Response,1,751420,154472,117,,,,,,
2,53,Picture,T2_1_Loesung_4_Entscheidung:_falsch,751744,0,1,5015,2,0,next,other,0
2,54,Picture,T2_FB_corr__entscheidung:_falsch__CorEnt_F,756759,5000,1,10030,2,5000,next,other,0
2,55,Picture,T2_2_Gleichung:_(2*4)+2=?,776819,0,1,26412,2,0,next,other,0
2,55,Response,1,803104,26285,2,,,,,,
2,55,Response,1,820741,43922,2,,,,,,
2,56,Picture,T2_2_Loesung_6_Entscheidung:_falsch,820950,0,2,5015,4,0,next,other,0
2,57,Picture,T2_FB_corr__entscheidung:_falsch__CorEnt_F,825965,5000,2,10030,3,5000,next,other,0
2,58,Picture,T2_3_Gleichung:_(1*7)-2=?,846025,0,1,32096,2,0,next,other,0
2,58,Response,1,878086,32061,2,,,,,,
2,58,Response,1,891184,45159,2,,,,,,
2,59,Picture,T2_3_Loesung_5_Entscheidung:_richtig,891494,0,2,5015,4,0,next,other,0
2,60,Picture,T2_FB_corr__entscheidung:_richtig__CorEnt_R,896509,5000,2,10030,3,5000,next,other,0
2,61,Picture,T2_4_Gleichung:_(2*2)+2=?,916569,0,1,14042,2,0,next,other,0
2,61,Response,1,930578,14009,2,,,,,,
2,61,Response,1,946669,30100,100,,,,,,
2,62,Picture,T2_4_Loesung_6_Entscheidung:_richtig,946993,0,2,5015,4,0,next,other,0
2,63,Picture,T2_FB_corr__entscheidung:_richtig__CorEnt_R,952008,5000,2,10030,3,5000,next,other,0
2,64,Picture,T2_5_Gleichung:_(1*9)-2=?,972068,0,1,16884,2,0,next,other,0
2,64,Response,1,988840,16772,2,,,,,,
2,64,Response,1,1001834,29766,102,,,,,,
2,65,Picture,T2_5_Loesung_7_Entscheidung:_richtig,1002158,0,1,5015,2,0,next,other,0
2,66,Picture,T2_FB_corr__entscheidung:_richtig__CorEnt_R,1007173,5000,1,10030,2,5000,next,other,0
2,67,Picture,T2_6_Gleichung:_(1*1)+3=?,1027233,0,1,12705,2,0,next,other,0
2,67,Response,1,1039888,12655,1,,,,,,
2,67,Response,1,1053811,26578,1,,,,,,
2,68,Picture,T2_6_Loesung_6_Entscheidung:_falsch,1053980,0,1,5015,2,0,next,other,0
2,69,Picture,T2_FB_corr__entscheidung:_falsch__CorEnt_F,1058995,5000,1,10029,3,5000,next,other,0
2,70,Picture,T2_7_Gleichung:_(1*6)+2=?,1079054,0,2,15714,3,0,next,other,0
2,70,Response,1,1094754,15700,2,,,,,,
2,70,Response,1,1107148,28094,84,,,,,,
2,71,Picture,T2_7_Loesung_8_Entscheidung:_richtig,1107473,0,1,5015,2,0,next,other,0
2,72,Picture,T2_FB_corr__entscheidung:_richtig__CorEnt_R,1112488,5000,1,10030,2,5000,next,other,0
2,73,Picture,T2_8_Gleichung:_(9*1)-6=?,1132547,0,2,20729,3,0,next,other,0
2,73,Response,1,1153123,20576,1,,,,,,
2,73,Response,1,1165322,32775,76,,,,,,
2,74,Picture,T2_8_Loesung_3_Entscheidung:_richtig,1165646,0,1,5015,2,0,next,other,0
2,75,Picture,T2_FB_corr__entscheidung:_richtig__CorEnt_R,1170661,5000,1,10030,2,5000,next,other,0
2,76,Picture,T2_9_Gleichung:_(1*7)-5=?,1190721,0,1,19893,2,0,next,other,0
2,76,Response,1,1210564,19843,1,,,,,,
2,76,Response,1,1225669,34948,57,,,,,,
2,77,Picture,T2_9_Loesung_1_Entscheidung:_falsch,1225993,0,1,5015,2,0,next,other,0
2,78,Picture,T2_FB_corr__entscheidung:_falsch__CorEnt_F,1231008,5000,1,10030,2,5000,next,other,0
2,79,Picture,T2_10_Gleichung:_(1/1)+1=?,1251068,0,1,22567,2,0,next,other,0
2,79,Response,1,1273464,22396,2,,,,,,
2,79,Response,1,1289693,38625,64,,,,,,
2,80,Picture,T2_10_Loesung_1_Entscheidung:_falsch,1290018,0,1,5015,2,0,next,other,0
2,81,Picture,T2_FB_corr__entscheidung:_falsch__CorEnt_F,1295033,5000,1,10030,2,5000,next,other,0
2,82,Picture,T2_11_Gleichung:_(4*2)-7=?,1315093,0,1,14710,2,0,next,other,0
2,82,Response,1,1329663,14570,1,,,,,,
2,82,Response,1,1341831,26738,2,,,,,,
2,83,Picture,T2_11_Loesung_1_Entscheidung:_richtig,1342006,0,1,5015,2,0,next,other,0
2,84,Picture,T2_FB_corr__entscheidung:_richtig__CorEnt_R,1347021,5000,1,10030,2,5000,next,other,0
2,85,Picture,T2_12_Gleichung:_(2/2)+9=?,1367081,0,1,36108,2,0,next,other,0
2,85,Response,1,1403094,36013,1,,,,,,
2,85,Response,1,1421086,54005,58,,,,,,
2,86,Picture,T2_12_Loesung_8_Entscheidung:_falsch,1421410,0,1,5015,2,0,next,other,0
2,87,Picture,T2_FB_corr__entscheidung:_falsch__CorEnt_F,1426425,5000,1,10030,2,5000,next,other,0
2,88,Picture,T2_13_Gleichung:_(2/2)+1=?,1446485,0,1,18722,2,0,next,other,0
2,88,Response,1,1465077,18592,2,,,,,,
2,88,Response,1,1483104,36619,21,,,,,,
2,89,Picture,T2_13_Loesung_4_Entscheidung:_falsch,1483428,0,2,5015,4,0,next,other,0
2,90,Picture,T2_FB_corr__entscheidung:_falsch__CorEnt_F,1488443,5000,2,10030,3,5000,next,other,0
2,91,Picture,T2_14_Gleichung:_(6*1)+2=?,1508503,0,1,23404,2,0,next,other,0
2,91,Response,1,1531793,23290,1,,,,,,
2,91,Response,1,1543618,35115,33,,,,,,
2,92,Picture,T2_14_Loesung_8_Entscheidung:_richtig,1543942,0,2,5015,4,0,next,other,0
2,93,Picture,T2_FB_corr__entscheidung:_richtig__CorEnt_R,1548957,5000,2,10030,3,5000,next,other,0
2,94,Picture,T2_15_Gleichung:_(4*2)-3=?,1569017,0,1,19559,2,0,next,other,0
2,94,Response,1,1588509,19492,2,,,,,,
2,94,Response,1,1601123,32106,73,,,,,,
2,95,Picture,T2_15_Loesung_5_Entscheidung:_richtig,1601448,0,1,5014,3,0,next,other,0
2,96,Picture,T2_FB_corr__entscheidung:_richtig__CorEnt_R,1606462,5000,2,10030,4,5000,next,other,0
2,97,Picture,Mean_Rechenzeit:_2866_Standard_7431,1626522,0,1,1171,2,0,next,other,0
2,98,Picture,Start_3.Training,1627693,0,1,48979,2,0,next,other,0
2,98,Response,1,1676598,48905,2,,,,,,
2,99,Picture,T3_1_1_Gleichung:_(5*1)+5=?,1676672,0,1,44801,2,0,next,other,0
2,99,Response,1,1721362,44690,1,,,,,,
2,99,Response,1,1735357,58685,136,,,,,,
2,100,Picture,T3_1_1_Loesung_9_Entscheidung:_richtig,1735682,0,1,167,2,0,next,other,0
2,101,Picture,T3_FB_inco__entscheidung:_richtig__CorEnt_F,1735849,0,1,1170,2,0,next,other,0
2,102,Picture,Buchstabe,1749222,2173,1,7857,2,2000,next,other,0
2,103,Picture,T3_1_2_Gleichung:_(1*2)+5=?,1757079,0,1,40788,2,0,next,other,0
2,103,Response,1,1797694,40615,1,,,,,,
2,103,Response,1,1815764,58685,85,,,,,,
2,103,Response,1,1820445,63366,149,,,,,,
2,104,Picture,T3_1_2_Loesung_6_Entscheidung:_falsch,1820769,0,1,167,2,0,next,other,0
2,105,Picture,T3_FB_corr__entscheidung:_falsch__CorEnt_F,1820936,0,1,1170,2,0,next,other,0
2,106,Picture,Buchstabe,1834309,2173,2,7857,3,2000,next,other,0
2,107,Picture,T3_1_Sequenz_QJ,1852196,0,1,1170,2,0,next,other,0
2,107,Response,1,1863809,11613,1,,,,,,
2,108,Picture,T3_1_BS_seq:_Q,1864065,0,1,167,2,0,next,other,0
2,108,Response,1,1870514,6449,1,,,,,,
2,109,Picture,T3_1_BS_seq:_QJ,1870752,0,1,167,2,0,next,other,0
2,109,Response,1,1880314,9562,1,,,,,,
2,110,Picture,FB_corr,1885462,5000,1,10030,2,5000,next,other,0
2,111,Picture,T3_2_1_Gleichung:_(7*2)-4=?,1905522,0,1,16884,2,0,next,other,0
2,111,Response,1,1922291,16769,2,,,,,,
2,111,Response,1,1938129,32607,45,,,,,,
2,112,Picture,T3_2_1_Loesung_9_Entscheidung:_falsch,1938454,0,1,167,2,0,next,other,0
2,113,Picture,T3_FB_corr__entscheidung:_falsch__CorEnt_F,1938621,0,1,1170,2,0,next,other,0
2,114,Picture,Buchstabe,1951994,2173,1,7857,2,2000,next,other,0
2,115,Picture,T3_2_2_Gleichung:_(3*1)+5=?,1959851,0,1,15881,2,0,next,other,0
2,115,Response,1,1975713,15862,1,,,,,,
2,115,Response,1,1987443,27592,129,,,,,,
2,116,Picture,T3_2_2_Loesung_8_Entscheidung:_richtig,1987768,0,1,167,2,0,next,other,0
2,117,Picture,T3_FB_corr__entscheidung:_richtig__CorEnt_R,1987935,0,1,1170,2,0,next,other,0
2,118,Picture,Buchstabe,2001308,2173,1,7856,3,2000,next,other,0
2,119,Picture,T3_2_Sequenz_PF,2019195,0,1,1170,2,0,next,other,0
2,119,Response,1,2033456,14261,1,,,,,,
2,120,Picture,T3_2_BS_seq:_P,2033738,0,1,167,2,0,next,other,0
2,120,Response,1,2038200,4462,2,,,,,,
2,121,Picture,T3_2_BS_seq:_PF,2038419,0,1,167,2,0,next,other,0
2,121,Response,1,2050473,12054,2,,,,,,
2,122,Picture,FB_corr,2055637,5000,1,10030,2,5000,next,other,0
2,123,Picture,T3_3_1_Gleichung:_(1*9)-5=?,2075697,0,1,15045,2,0,next,other,0
2,123,Response,1,2090589,14892,1,,,,,,
2,123,Response,1,2103289,27592,87,,,,,,
2,124,Picture,T3_3_1_Loesung_4_Entscheidung:_richtig,2103613,0,2,168,3,0,next,other,0
2,125,Picture,T3_FB_corr__entscheidung:_richtig__CorEnt_R,2103781,0,1,1170,2,0,next,other,0
2,126,Picture,Buchstabe,2117154,2173,1,7857,2,2000,next,other,0
2,127,Picture,T3_3_2_Gleichung:_(3*2)-4=?,2125011,0,1,31093,2,0,next,other,0
2,127,Response,1,2155965,30954,1,,,,,,
2,127,Response,1,2170490,45479,123,,,,,,
2,128,Picture,T3_3_2_Loesung_3_Entscheidung:_falsch,2170814,0,1,167,2,0,next,other,0
2,129,Picture,T3_FB_corr__entscheidung:_falsch__CorEnt_F,2170981,0,1,1170,3,0,next,other,0
2,130,Picture,Buchstabe,2184355,2174,1,7856,2,2000,next,other,0
2,131,Picture,T3_3_Sequenz_TR,2202241,0,1,1170,3,0,next,other,0
2,131,Response,1,2224452,22211,1,,,,,,
2,132,Picture,T3_3_BS_seq:_T,2224642,0,1,167,2,0,next,other,0
2,132,Response,1,2228681,4039,1,,,,,,
2,133,Picture,T3_3_BS_seq:_TR,2228988,0,1,167,2,0,next,other,0
2,133,Response,1,2235797,6809,2,,,,,,
2,134,Picture,FB_corr,2240857,5000,1,10030,2,5000,next,other,0
2,135,Picture,Start_Test,2260916,0,2,35105,3,0,next,other,0
2,135,Response,1,2295920,35004,1,,,,,,
2,136,Picture,Test_Setgroesse_6,2296021,0,1,1170,3,0,next,other,0
2,137,Picture,Test_1_1_1_Gleichung:_(4*2)-4,2297191,0,2,20562,3,0,next,other,0
2,137,Response,1,2317676,20485,1,,,,,,
2,137,Response,1,2332641,35450,96,,,,,,
2,138,Picture,Test_1_1_1_Loesung_2_Entscheidung:_falsch,2332965,0,1,167,2,0,next,other,0
2,139,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,2333132,0,1,1170,2,0,next,other,0
2,140,Picture,Buchstabe,2346505,2173,1,7857,2,2000,next,other,0
2,141,Picture,Test_1_1_2_Gleichung:_(1+5)+3,2354362,0,1,33099,2,0,next,other,0
2,141,Response,1,2387289,32927,1,,,,,,
2,141,Response,1,2399005,44643,144,,,,,,
2,142,Picture,Test_1_1_2_Loesung_9_Entscheidung:_richtig,2399330,0,1,167,2,0,next,other,0
2,143,Picture,Test_FB_inco__entscheidung:_richtig__CorEnt_F,2399497,0,1,1170,2,0,next,other,0
2,144,Picture,Buchstabe,2412870,2173,1,7857,2,2000,next,other,0
2,145,Picture,Test_1_1_3_Gleichung:_(2*4)-4,2420727,0,1,38782,3,0,next,other,0
2,145,Response,1,2459477,38750,1,,,,,,
2,145,Response,1,2473394,52667,5,,,,,,
2,146,Picture,Test_1_1_3_Loesung_6_Entscheidung:_falsch,2473719,0,1,167,2,0,next,other,0
2,147,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,2473886,0,1,1170,2,0,next,other,0
2,148,Picture,Buchstabe,2487259,2173,1,7857,2,2000,next,other,0
2,149,Picture,Test_1_1_4_Gleichung:_(1*8)-7,2495116,0,1,26746,2,0,next,other,0
2,149,Response,1,2521762,26646,1,,,,,,
2,149,Response,1,2537749,42633,2,,,,,,
2,150,Picture,Test_1_1_4_Loesung_1_Entscheidung:_falsch,2538077,0,1,168,2,0,next,other,0
2,151,Picture,Test_FB_inco__entscheidung:_falsch__CorEnt_R,2538245,0,1,1170,2,0,next,other,0
2,152,Picture,Buchstabe,2551618,2173,1,7857,2,2000,next,other,0
2,153,Picture,Test_1_1_5_Gleichung:_(7*1)+2,2559475,0,1,29588,2,0,next,other,0
2,153,Response,1,2588998,29523,1,,,,,,
2,153,Response,1,2606291,46816,140,,,,,,
2,154,Picture,Test_1_1_5_Loesung_8_Entscheidung:_falsch,2606615,0,1,167,3,0,next,other,0
2,155,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,2606782,0,2,1171,3,0,next,other,0
2,156,Picture,Buchstabe,2620156,2173,1,7857,2,2000,next,other,0
2,157,Picture,Test_1_1_6_Gleichung:_(6*1)+4,2628013,0,1,35773,2,0,next,other,0
2,157,Response,1,2663666,35653,2,,,,,,
2,157,Response,1,2678828,50815,2,,,,,,
2,158,Picture,Test_1_1_6_Loesung_8_Entscheidung:_falsch,2678998,0,1,167,2,0,next,other,0
2,159,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,2679165,0,1,1170,3,0,next,other,0
2,160,Picture,Buchstabe,2692539,2174,1,7856,2,2000,next,other,0
2,161,Picture,Test_1_1_Gl_cor:_66_Setgr_6_Sequenz_JHPNSY,2710425,0,1,1170,3,0,next,other,0
2,161,Response,1,2727817,17392,2,,,,,,
2,162,Picture,Test_1_1_BS_seq:_J,2728145,0,1,167,2,0,next,other,0
2,162,Response,1,2734728,6583,1,,,,,,
2,163,Picture,Test_1_1_BS_seq:_JH,2734999,0,1,167,2,0,next,other,0
2,163,Response,1,2745248,10249,2,,,,,,
2,164,Picture,Test_1_1_BS_seq:_JHP,2745530,0,1,167,2,0,next,other,0
2,164,Response,1,2755975,10445,1,,,,,,
2,165,Picture,Test_1_1_BS_seq:_JHPN,2756229,0,1,167,2,0,next,other,0
2,165,Response,1,2767527,11298,1,,,,,,
2,166,Picture,Test_1_1_BS_seq:_JHPNS,2767763,0,1,167,2,0,next,other,0
2,166,Response,1,2774125,6362,5,,,,,,
2,167,Picture,Test_1_1_BS_seq:_JHPNSY,2774450,0,1,167,2,0,next,other,0
2,167,Response,1,2782999,8549,1,,,,,,
2,168,Picture,FB_corr,2788157,5000,1,10030,2,5000,next,other,0
2,169,Picture,Test_Setgroesse_5,2808217,0,1,1170,3,0,next,other,0
2,170,Picture,Test_1_2_1_Gleichung:_(1*5)+2,2809387,0,2,13039,3,0,next,other,0
2,170,Response,1,2822295,12908,2,,,,,,
2,170,Response,1,2838651,29264,149,,,,,,
2,171,Picture,Test_1_2_1_Loesung_3_Entscheidung:_falsch,2838976,0,1,167,2,0,next,other,0
2,172,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,2839143,0,1,1170,2,0,next,other,0
2,173,Picture,Buchstabe,2852516,2173,1,7857,2,2000,next,other,0
2,174,Picture,Test_1_2_2_Gleichung:_(3/1)+7,2860373,0,1,38281,2,0,next,other,0
2,174,Response,1,2898517,38144,1,,,,,,
2,174,Response,1,2910894,50521,2,,,,,,
2,175,Picture,Test_1_2_2_Loesung_10_Entscheidung:_richtig,2911191,0,1,168,2,0,next,other,0
2,176,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,2911359,0,1,1170,2,0,next,other,0
2,177,Picture,Buchstabe,2924732,2173,1,7857,2,2000,next,other,0
2,178,Picture,Test_1_2_3_Gleichung:_(3*1)-1,2932589,0,1,12871,2,0,next,other,0
2,178,Response,1,2945339,12750,1,,,,,,
2,178,Response,1,2958232,25643,2,,,,,,
2,179,Picture,Test_1_2_3_Loesung_1_Entscheidung:_falsch,2958499,0,1,167,3,0,next,other,0
2,180,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,2958666,0,2,1171,3,0,next,other,0
2,181,Picture,Buchstabe,2972040,2173,1,7857,2,2000,next,other,0
2,182,Picture,Test_1_2_4_Gleichung:_(1*4)+2,2979897,0,1,16382,2,0,next,other,0
2,182,Response,1,2996191,16294,2,,,,,,
2,182,Response,1,3008325,28428,143,,,,,,
2,183,Picture,Test_1_2_4_Loesung_6_Entscheidung:_richtig,3008649,0,1,167,2,0,next,other,0
2,184,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,3008816,0,1,1170,2,0,next,other,0
2,185,Picture,Buchstabe,3022189,2173,2,7857,3,2000,next,other,0
2,186,Picture,Test_1_2_5_Gleichung:_(2*2)-2,3030046,0,1,14544,2,0,next,other,0
2,186,Response,1,3044563,14517,1,,,,,,
2,186,Response,1,3060313,30267,33,,,,,,
2,187,Picture,Test_1_2_5_Loesung_1_Entscheidung:_falsch,3060638,0,1,167,2,0,next,other,0
2,188,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,3060805,0,1,1170,2,0,next,other,0
2,189,Picture,Buchstabe,3074178,2173,1,7857,2,2000,next,other,0
2,190,Picture,Test_1_2_Gl_cor:_81_Setgr_5_Sequenz_QTJRS,3092065,0,1,1170,2,0,next,other,0
2,190,Response,1,3114485,22420,1,,,,,,
2,191,Picture,Test_1_2_BS_seq:_Q,3114799,0,1,167,3,0,next,other,0
2,191,Response,1,3120880,6081,1,,,,,,
2,192,Picture,Test_1_2_BS_seq:_QT,3121152,0,1,167,2,0,next,other,0
2,192,Response,1,3137382,16230,2,,,,,,
2,193,Picture,Test_1_2_BS_seq:_QTY,3137701,0,1,167,2,0,next,other,0
2,193,Response,1,3145015,7314,1,,,,,,
2,194,Picture,Test_1_2_BS_seq:_QTYR,3145223,0,2,168,3,0,next,other,0
2,194,Response,1,3150791,5568,1,,,,,,
2,195,Picture,Test_1_2_BS_seq:_QTYRS,3151074,0,1,167,3,0,next,other,0
2,195,Response,1,3164612,13538,1,,,,,,
2,196,Picture,FB_inco,3169797,5000,1,45135,2,5000,next,other,0
2,196,Response,1,3196072,31275,1,,,,,,
2,197,Picture,Test_Setgroesse_3,3224962,0,1,1170,2,0,next,other,0
2,198,Picture,Test_1_3_1_Gleichung:_(2*3)+1,3226132,0,1,20227,2,0,next,other,0
2,198,Response,1,3246187,20055,1,,,,,,
2,198,Response,1,3258739,32607,138,,,,,,
2,199,Picture,Test_1_3_1_Loesung_6_Entscheidung:_falsch,3259063,0,1,168,2,0,next,other,0
2,200,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,3259231,0,1,1170,2,0,next,other,0
2,201,Picture,Buchstabe,3272604,2173,1,7857,2,2000,next,other,0
2,202,Picture,Test_1_3_2_Gleichung:_(6*2)-2,3280461,0,1,22065,3,0,next,other,0
2,202,Response,1,3302397,21936,1,,,,,,
2,202,Response,1,3315575,35114,26,,,,,,
2,203,Picture,Test_1_3_2_Loesung_4_Entscheidung:_falsch,3315900,0,1,167,2,0,next,other,0
2,204,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,3316067,0,1,1170,2,0,next,other,0
2,205,Picture,Buchstabe,3329440,2173,1,7857,2,2000,next,other,0
2,206,Picture,Test_1_3_3_Gleichung:_(6*1)+3,3337297,0,1,28585,2,0,next,other,0
2,206,Response,1,3365713,28416,1,,,,,,
2,206,Response,1,3377427,40130,145,,,,,,
2,207,Picture,Test_1_3_3_Loesung_9_Entscheidung:_richtig,3377751,0,1,167,2,0,next,other,0
2,208,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,3377918,0,1,1170,2,0,next,other,0
2,209,Picture,Buchstabe,3391292,2174,1,7856,2,2000,next,other,0
2,210,Picture,Test_1_3_Gl_cor:_85_Setgr_3_Sequenz_TKP,3409178,0,1,1170,2,0,next,other,0
2,210,Response,1,3428101,18923,2,,,,,,
2,211,Picture,Test_1_3_BS_seq:_T,3428402,0,1,167,3,0,next,other,0
2,211,Response,1,3439240,10838,2,,,,,,
2,212,Picture,Test_1_3_BS_seq:_TK,3439435,0,1,167,3,0,next,other,0
2,212,Response,1,3449141,9706,3,,,,,,
2,213,Picture,Test_1_3_BS_seq:_TKP,3449465,0,1,167,2,0,next,other,0
2,213,Response,1,3459457,9992,1,,,,,,
2,214,Picture,FB_corr,3464510,5000,1,10030,2,5000,next,other,0
2,215,Picture,Test_Setgroesse_4,3484570,0,1,1170,2,0,next,other,0
2,216,Picture,Test_1_4_1_Gleichung:_(8/1)-2,3485740,0,1,57505,2,0,next,other,0
2,216,Response,1,3543083,57343,2,,,,,,
2,216,Response,1,3557464,71724,59,,,,,,
2,217,Picture,Test_1_4_1_Loesung_6_Entscheidung:_richtig,3557789,0,1,167,2,0,next,other,0
2,218,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,3557956,0,1,1170,2,0,next,other,0
2,219,Picture,Buchstabe,3571329,2173,1,7857,2,2000,next,other,0
2,220,Picture,Test_1_4_2_Gleichung:_(1*9)+1,3579186,0,1,11701,3,0,next,other,0
2,220,Response,1,3590839,11653,2,,,,,,
2,220,Response,1,3605775,26589,23,,,,,,
2,221,Picture,Test_1_4_2_Loesung_9_Entscheidung:_falsch,3606099,0,2,168,3,0,next,other,0
2,222,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,3606267,0,1,1170,2,0,next,other,0
2,223,Picture,Buchstabe,3619640,2173,1,7857,2,2000,next,other,0
2,224,Picture,Test_1_4_3_Gleichung:_(2*4)-3,3627497,0,1,21898,3,0,next,other,0
