Subject,Trial,Event Type,Code,Time,TTime,Uncertainty,Duration,Uncertainty,ReqTime,ReqDur,Stim Type,Pair Index
1,442,Picture,Test_3_2_2_Gleichung:_(6*3)-9,7937004,0,1,28084,2,0,next,other,0
1,442,Response,1,7965029,28025,1,,,,,,
1,442,Response,1,7976967,39963,24,,,,,,
1,443,Picture,Test_3_2_2_Loesung_9_Entscheidung:_richtig,7977291,0,1,167,2,0,next,other,0
1,444,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,7977458,0,1,1170,2,0,next,other,0
1,445,Picture,Buchstabe,7990831,2173,1,7857,2,2000,next,other,0
1,446,Picture,Test_3_2_3_Gleichung:_(6/1)-5,7998688,0,1,17051,2,0,next,other,0
1,446,Response,1,8015666,16978,2,,,,,,
1,446,Response,1,8028119,29431,129,,,,,,
1,447,Picture,Test_3_2_3_Loesung_2_Entscheidung:_falsch,8028443,0,1,168,2,0,next,other,0
1,448,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,8028611,0,1,1170,2,0,next,other,0
1,449,Picture,Buchstabe,8041984,2173,1,7857,2,2000,next,other,0
1,450,Picture,Test_3_2_4_Gleichung:_(4/1)+2,8049841,0,1,19391,2,0,next,other,0
1,450,Response,1,8069090,19249,2,,,,,,
1,450,Response,1,8081612,31771,63,,,,,,
1,451,Picture,Test_3_2_4_Loesung_4_Entscheidung:_falsch,8081936,0,1,167,3,0,next,other,0
1,452,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,8082103,0,2,1171,3,0,next,other,0
1,453,Picture,Buchstabe,8095477,2173,1,7856,3,2000,next,other,0
1,454,Picture,Test_3_2_5_Gleichung:_(2*3)+1,8103333,0,2,25242,3,0,next,other,0
1,454,Response,1,8128489,25156,2,,,,,,
1,454,Response,1,8140120,36787,23,,,,,,
1,455,Picture,Test_3_2_5_Loesung_6_Entscheidung:_falsch,8140444,0,1,167,2,0,next,other,0
1,456,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,8140611,0,1,1170,3,0,next,other,0
1,457,Picture,Buchstabe,8153984,2173,2,7857,3,2000,next,other,0
1,458,Picture,Test_3_2_Gl_cor:_98_Setgr_5_Sequenz_FHNLS,8171871,0,1,1170,2,0,next,other,0
1,458,Response,1,8184796,12925,1,,,,,,
1,459,Picture,Test_3_2_BS_seq:_F,8185077,0,1,167,2,0,next,other,0
1,459,Response,1,8190159,5082,1,,,,,,
1,460,Picture,Test_3_2_BS_seq:_FH,8190427,0,1,167,2,0,next,other,0
1,460,Response,1,8197894,7467,1,,,,,,
1,461,Picture,Test_3_2_BS_seq:_FHN,8198116,0,1,167,2,0,next,other,0
1,461,Response,1,8204288,6172,1,,,,,,
1,462,Picture,Test_3_2_BS_seq:_FHNL,8204468,0,2,168,3,0,next,other,0
1,462,Response,1,8210992,6524,1,,,,,,
1,463,Picture,Test_3_2_BS_seq:_FHNLS,8211322,0,1,167,2,0,next,other,0
1,463,Response,1,8218417,7095,2,,,,,,
1,464,Picture,FB_corr,8223525,5000,1,10030,2,5000,next,other,0
1,465,Picture,Test_Setgroesse_3,8243585,0,1,1170,2,0,next,other,0
1,466,Picture,Test_3_3_1_Gleichung:_(1*2)+8,8244755,0,1,14711,2,0,next,other,0
1,466,Response,1,8259360,14605,1,,,,,,
1,466,Response,1,8273350,28595,38,,,,,,
1,467,Picture,Test_3_3_1_Loesung_9_Entscheidung:_falsch,8273675,0,1,167,2,0,next,other,0
1,468,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,8273842,0,1,1170,2,0,next,other,0
1,469,Picture,Buchstabe,8287215,2173,1,7857,2,2000,next,other,0
1,470,Picture,Test_3_3_2_Gleichung:_(1+5)+3,8295072,0,1,11033,2,0,next,other,0
1,470,Response,1,8305977,10905,1,,,,,,
1,470,Response,1,8320658,25586,68,,,,,,
1,471,Picture,Test_3_3_2_Loesung_9_Entscheidung:_falsch,8320983,0,1,167,2,0,next,other,0
1,472,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,8321150,0,1,1170,2,0,next,other,0
1,473,Picture,Buchstabe,8334523,2173,1,7857,2,2000,next,other,0
1,474,Picture,Test_3_3_3_Gleichung:_(1/1)+3,8342380,0,1,19558,2,0,next,other,0
1,474,Response,1,8361878,19498,1,,,,,,
1,474,Response,1,8374318,31938,39,,,,,,
1,475,Picture,Test_3_3_3_Loesung_4_Entscheidung:_richtig,8374643,0,1,167,2,0,next,other,0
1,476,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,8374810,0,1,1170,2,0,next,other,0
1,477,Picture,Buchstabe,8388183,2173,1,7857,2,2000,next,other,0
1,478,Picture,Test_3_3_Gl_cor:_98_Setgr_3_Sequenz_PKR,8406070,0,1,1170,2,0,next,other,0
1,478,Response,1,8416433,10363,2,,,,,,
1,479,Picture,Test_3_3_BS_seq:_P,8416601,0,1,167,2,0,next,other,0
1,479,Response,1,8422724,6123,2,,,,,,
1,480,Picture,Test_3_3_BS_seq:_PK,8422953,0,1,168,2,0,next,other,0
1,480,Response,1,8428603,5650,2,,,,,,
1,481,Picture,Test_3_3_BS_seq:_PKR,8428804,0,1,167,2,0,next,other,0
1,481,Response,1,8436337,7533,3,,,,,,
1,482,Picture,FB_corr,8441509,5000,1,10030,2,5000,next,other,0
1,483,Picture,Test_Setgroesse_7,8461569,0,1,1170,2,0,next,other,0
1,484,Picture,Test_3_4_1_Gleichung:_(1*4)+2,8462739,0,1,10865,2,0,next,other,0
1,484,Response,1,8473564,10825,2,,,,,,
1,484,Response,1,8495346,32607,85,,,,,,
1,485,Picture,Test_3_4_1_Loesung_6_Entscheidung:_richtig,8495670,0,1,167,2,0,next,other,0
1,486,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,8495837,0,1,1171,2,0,next,other,0
1,487,Picture,Buchstabe,8509211,2174,1,7856,2,2000,next,other,0
1,488,Picture,Test_3_4_2_Gleichung:_(2*6)-6,8517067,0,1,22066,2,0,next,other,0
1,488,Response,1,8539054,21987,2,,,,,,
1,488,Response,1,8552851,35784,26,,,,,,
1,489,Picture,Test_3_4_2_Loesung_6_Entscheidung:_richtig,8553175,0,1,167,2,0,next,other,0
1,490,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,8553342,0,1,1170,2,0,next,other,0
1,491,Picture,Buchstabe,8566715,2173,2,7857,3,2000,next,other,0
1,492,Picture,Test_3_4_3_Gleichung:_(2*6)-8,8574572,0,1,37445,2,0,next,other,0
1,492,Response,1,8611867,37295,1,,,,,,
1,492,Response,1,8623211,48639,1,,,,,,
1,493,Picture,Test_3_4_3_Loesung_4_Entscheidung:_richtig,8623384,0,2,168,3,0,next,other,0
1,494,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,8623552,0,1,1170,2,0,next,other,0
1,495,Picture,Buchstabe,8636925,2173,1,7856,3,2000,next,other,0
1,496,Picture,Test_3_4_4_Gleichung:_(2*4)-3,8644781,0,2,32598,3,0,next,other,0
1,496,Response,1,8677240,32459,2,,,,,,
1,496,Response,1,8690261,45480,77,,,,,,
1,497,Picture,Test_3_4_4_Loesung_5_Entscheidung:_richtig,8690585,0,1,167,2,0,next,other,0
1,498,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,8690752,0,1,1170,2,0,next,other,0
1,499,Picture,Buchstabe,8704125,2173,1,7857,2,2000,next,other,0
1,500,Picture,Test_3_4_5_Gleichung:_(2*5)-2,8711982,0,1,15714,2,0,next,other,0
1,500,Response,1,8727565,15583,1,,,,,,
1,500,Response,1,8741580,29598,11,,,,,,
1,501,Picture,Test_3_4_5_Loesung_8_Entscheidung:_richtig,8741905,0,1,167,2,0,next,other,0
1,502,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,8742072,0,1,1170,2,0,next,other,0
1,503,Picture,Buchstabe,8755445,2173,1,7857,2,2000,next,other,0
1,504,Picture,Test_3_4_6_Gleichung:_(4*2)-2,8763302,0,1,47140,2,0,next,other,0
1,504,Response,1,8810272,46970,1,,,,,,
1,504,Response,1,8820984,57682,119,,,,,,
1,505,Picture,Test_3_4_6_Loesung_6_Entscheidung:_richtig,8821308,0,1,167,2,0,next,other,0
1,506,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,8821475,0,1,1170,2,0,next,other,0
1,507,Picture,Buchstabe,8834848,2173,2,7857,3,2000,next,other,0
1,508,Picture,Test_3_4_7_Gleichung:_(1*5)+2,8842705,0,1,35439,2,0,next,other,0
1,508,Response,1,8878025,35320,1,,,,,,
1,508,Response,1,8890190,47485,107,,,,,,
1,508,Response,1,8894369,51664,53,,,,,,
1,509,Picture,Test_3_4_7_Loesung_8_Entscheidung:_falsch,8894694,0,1,167,2,0,next,other,0
1,510,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,8894861,0,1,1170,2,0,next,other,0
1,511,Picture,Buchstabe,8908234,2173,1,7857,2,2000,next,other,0
1,512,Picture,Test_3_4_Gl_cor:_98_Setgr_7_Sequenz_STPLNQJ,8926121,0,1,1170,2,0,next,other,0
1,512,Response,1,8942997,16876,2,,,,,,
1,513,Picture,Test_3_4_BS_seq:_S,8943171,0,2,168,3,0,next,other,0
1,513,Response,1,8959809,16638,2,,,,,,
1,514,Picture,Test_3_4_BS_seq:_ST,8960055,0,1,167,2,0,next,other,0
1,514,Response,1,8970535,10480,1,,,,,,
1,515,Picture,Test_3_4_BS_seq:_STP,8970754,0,1,167,2,0,next,other,0
1,515,Response,1,8981880,11126,1,,,,,,
1,516,Picture,Test_3_4_BS_seq:_STPN,8982121,0,1,167,2,0,next,other,0
1,516,Response,1,8986727,4606,2,,,,,,
1,517,Picture,Test_3_4_BS_seq:_STPNL,8986969,0,1,167,2,0,next,other,0
1,517,Response,1,8993225,6256,2,,,,,,
1,518,Picture,Test_3_4_BS_seq:_STPNLQ,8993488,0,1,167,2,0,next,other,0
1,518,Response,1,9018597,25109,1,,,,,,
1,519,Picture,Test_3_4_BS_seq:_STPNLQJ,9018897,0,1,167,3,0,next,other,0
1,519,Response,1,9027054,8157,1,,,,,,
1,520,Picture,FB_inco,9032271,5000,1,45134,2,5000,next,other,0
1,521,Picture,Test_Setgroesse_6,9087435,0,1,1170,2,0,next,other,0
1,522,Picture,Test_3_5_1_Gleichung:_(1*7)+1,9088605,0,1,20060,2,0,next,other,0
1,522,Response,1,9108519,19914,2,,,,,,
1,522,Response,1,9122215,33610,126,,,,,,
1,523,Picture,Test_3_5_1_Loesung_8_Entscheidung:_richtig,9122540,0,1,167,2,0,next,other,0
1,524,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,9122707,0,1,1170,2,0,next,other,0
1,525,Picture,Buchstabe,9136080,2173,1,7857,2,2000,next,other,0
1,526,Picture,Test_3_5_2_Gleichung:_(9/1)-7,9143937,0,1,17552,2,0,next,other,0
1,526,Response,1,9161322,17385,1,,,,,,
1,526,Response,1,9177213,33276,93,,,,,,
1,527,Picture,Test_3_5_2_Loesung_2_Entscheidung:_richtig,9177537,0,1,167,2,0,next,other,0
1,528,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,9177704,0,1,1170,3,0,next,other,0
1,529,Picture,Buchstabe,9191078,2174,1,7856,2,2000,next,other,0
1,530,Picture,Test_3_5_3_Gleichung:_(3*3)+1,9198934,0,1,31427,2,0,next,other,0
1,530,Response,1,9230199,31265,1,,,,,,
1,530,Response,1,9242073,43139,87,,,,,,
1,531,Picture,Test_3_5_3_Loesung_10_Entscheidung:_richtig,9242397,0,1,167,3,0,next,other,0
1,532,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,9242564,0,2,1171,3,0,next,other,0
1,533,Picture,Buchstabe,9255938,2174,1,7856,3,2000,next,other,0
1,534,Picture,Test_3_5_4_Gleichung:_(1*8)-7,9263794,0,2,12705,3,0,next,other,0
1,534,Response,1,9276394,12600,2,,,,,,
1,534,Response,1,9287530,23736,1,,,,,,
1,535,Picture,Test_3_5_4_Loesung_1_Entscheidung:_richtig,9287699,0,1,167,2,0,next,other,0
1,536,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,9287866,0,1,1170,2,0,next,other,0
1,537,Picture,Buchstabe,9301239,2173,1,7857,2,2000,next,other,0
1,538,Picture,Test_3_5_5_Gleichung:_(5*1)-1,9309096,0,1,28251,2,0,next,other,0
1,538,Response,1,9337230,28134,1,,,,,,
1,538,Response,1,9350062,40966,59,,,,,,
1,539,Picture,Test_3_5_5_Loesung_6_Entscheidung:_falsch,9350386,0,1,167,2,0,next,other,0
1,540,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,9350553,0,1,1170,2,0,next,other,0
1,541,Picture,Buchstabe,9363926,2173,1,7857,2,2000,next,other,0
1,542,Picture,Test_3_5_6_Gleichung:_(6/1)+3,9371783,0,1,23236,2,0,next,other,0
1,542,Response,1,9394988,23205,2,,,,,,
1,542,Response,1,9405895,34112,129,,,,,,
1,543,Picture,Test_3_5_6_Loesung_9_Entscheidung:_richtig,9406219,0,1,167,2,0,next,other,0
1,544,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,9406386,0,1,1170,3,0,next,other,0
1,545,Picture,Buchstabe,9419760,2174,1,7856,2,2000,next,other,0
1,546,Picture,Test_3_5_Gl_cor:_98_Setgr_6_Sequenz_KTSLPF,9437646,0,1,1170,3,0,next,other,0
1,546,Response,1,9451197,13551,2,,,,,,
1,547,Picture,Test_3_5_BS_seq:_S,9451521,0,1,167,2,0,next,other,0
1,547,Response,1,9464089,12568,2,,,,,,
1,548,Picture,Test_3_5_BS_seq:_ST,9464393,0,1,167,2,0,next,other,0
1,548,Response,1,9469659,5266,1,,,,,,
1,549,Picture,Test_3_5_BS_seq:_STK,9469909,0,1,167,2,0,next,other,0
1,549,Response,1,9488327,18418,2,,,,,,
1,550,Picture,Test_3_5_BS_seq:_STKP,9488632,0,1,167,2,0,next,other,0
1,550,Response,1,9494412,5780,2,,,,,,
1,551,Picture,Test_3_5_BS_seq:_STKPL,9494650,0,1,167,2,0,next,other,0
1,551,Response,1,9529680,35030,1,,,,,,
1,552,Picture,Test_3_5_BS_seq:_STKPLF,9529921,0,2,168,3,0,next,other,0
1,552,Response,1,9545357,15436,2,,,,,,
1,553,Picture,FB_inco,9550650,5000,1,45135,2,5000,next,other,0
1,554,Picture,Ende,9605814,0,2,1708931,3,0,next,other,0
1,554,Response,1,11309549,1703735,2,,,,,,
1,555,Picture,Ospan_Score:_38_fehler:_1_miss_1_inco:_0,11314745,5000,1,8777,2,5000,next,other,0
1,555,Quit,,11320457,10712,,,,,,,
