Subject,Trial,Event Type,Code,Time,TTime,Uncertainty,Duration,Uncertainty,ReqTime,ReqDur,Stim Type,Pair Index
1,224,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,4432218,0,1,1170,2,0,next,other,0
1,225,Picture,Buchstabe,4445591,2173,1,7857,2,2000,next,other,0
1,226,Picture,Test_1_4_2_Gleichung:_(8*1)+1,4453448,0,1,42126,2,0,next,other,0
1,226,Response,1,4495457,42009,1,,,,,,
1,226,Response,1,4506784,53336,119,,,,,,
1,227,Picture,Test_1_4_2_Loesung_9_Entscheidung:_richtig,4507108,0,1,167,2,0,next,other,0
1,228,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,4507275,0,1,1170,2,0,next,other,0
1,229,Picture,Buchstabe,4520648,2173,2,7857,3,2000,next,other,0
1,230,Picture,Test_1_4_3_Gleichung:_(2*6)-4,4528505,0,1,34771,2,0,next,other,0
1,230,Response,1,4563100,34595,1,,,,,,
1,230,Response,1,4577495,48990,145,,,,,,
1,231,Picture,Test_1_4_3_Loesung_8_Entscheidung:_richtig,4577819,0,1,167,2,0,next,other,0
1,232,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,4577986,0,1,1170,2,0,next,other,0
1,233,Picture,Buchstabe,4591359,2173,1,7857,2,2000,next,other,0
1,234,Picture,Test_1_4_4_Gleichung:_(2*8)-9,4599216,0,1,36108,2,0,next,other,0
1,234,Response,1,4635281,36065,1,,,,,,
1,234,Response,1,4651549,52333,27,,,,,,
1,235,Picture,Test_1_4_4_Loesung_10_Entscheidung:_falsch,4651873,0,1,167,2,0,next,other,0
1,236,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,4652040,0,1,1170,3,0,next,other,0
1,237,Picture,Buchstabe,4665414,2174,1,7856,2,2000,next,other,0
1,238,Picture,Test_1_4_5_Gleichung:_(7*2)-8,4673270,0,1,57672,2,0,next,other,0
1,238,Response,1,4730885,57615,1,,,,,,
1,238,Response,1,4753352,80082,115,,,,,,
1,239,Picture,Test_1_4_5_Loesung_6_Entscheidung:_richtig,4753677,0,1,167,2,0,next,other,0
1,240,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,4753844,0,1,1170,2,0,next,other,0
1,241,Picture,Buchstabe,4767217,2173,1,7857,2,2000,next,other,0
1,242,Picture,Test_1_4_Gl_cor:_95_Setgr_5_Sequenz_HPJFN,4785104,0,1,1170,2,0,next,other,0
1,242,Response,1,4859386,74282,2,,,,,,
1,243,Picture,Test_1_4_BS_seq:_H,4859660,0,1,167,2,0,next,other,0
1,243,Response,1,4876404,16744,2,,,,,,
1,244,Picture,Test_1_4_BS_seq:_HP,4876710,0,1,168,2,0,next,other,0
1,244,Response,1,4924254,47544,2,,,,,,
1,245,Picture,Test_1_4_BS_seq:_HPF,4924520,0,1,167,2,0,next,other,0
1,245,Response,1,4942917,18397,2,,,,,,
1,246,Picture,Test_1_4_BS_seq:_HPF,4943242,0,1,167,2,0,next,other,0
1,246,Response,1,4968700,25458,2,,,,,,
1,247,Picture,Test_1_4_BS_seq:_HPJ,4968986,0,1,167,2,0,next,other,0
1,247,Response,1,4975919,6933,2,,,,,,
1,248,Picture,Test_1_4_BS_seq:_HPJF,4976174,0,1,167,2,0,next,other,0
1,248,Response,1,4982107,5933,2,,,,,,
1,249,Picture,Test_1_4_BS_seq:_HPJFN,4982359,0,1,167,2,0,next,other,0
1,249,Response,1,4989327,6968,1,,,,,,
1,250,Picture,FB_corr,4994395,5000,1,10030,2,5000,next,other,0
1,251,Picture,Test_Setgroesse_4,5014454,0,2,1171,3,0,next,other,0
1,252,Picture,Test_1_5_1_Gleichung:_(7*1)-1,5015625,0,1,29588,2,0,next,other,0
1,252,Response,1,5045118,29493,2,,,,,,
1,252,Response,1,5055921,40296,26,,,,,,
1,252,Response,1,5063444,47819,33,,,,,,
1,253,Picture,Test_1_5_1_Loesung_6_Entscheidung:_richtig,5063768,0,1,167,2,0,next,other,0
1,254,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,5063935,0,1,1171,2,0,next,other,0
1,255,Picture,Buchstabe,5077309,2174,1,7856,2,2000,next,other,0
1,256,Picture,Test_1_5_2_Gleichung:_(2/2)+1,5085165,0,1,29087,2,0,next,other,0
1,256,Response,1,5114113,28948,1,,,,,,
1,256,Response,1,5129976,44811,123,,,,,,
1,257,Picture,Test_1_5_2_Loesung_3_Entscheidung:_falsch,5130300,0,1,167,2,0,next,other,0
1,258,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,5130467,0,1,1170,2,0,next,other,0
1,259,Picture,Buchstabe,5143840,2173,1,7857,2,2000,next,other,0
1,260,Picture,Test_1_5_3_Gleichung:_(1*7)-1,5151697,0,1,15379,2,0,next,other,0
1,260,Response,1,5166913,15216,1,,,,,,
1,260,Response,1,5182298,30601,87,,,,,,
1,261,Picture,Test_1_5_3_Loesung_5_Entscheidung:_falsch,5182623,0,1,167,2,0,next,other,0
1,262,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,5182790,0,1,1170,2,0,next,other,0
1,263,Picture,Buchstabe,5196163,2173,1,7857,2,2000,next,other,0
1,264,Picture,Test_1_5_4_Gleichung:_(6*1)-4,5204020,0,1,21230,2,0,next,other,0
1,264,Response,1,5225080,21060,2,,,,,,
1,264,Response,1,5238466,34446,24,,,,,,
1,265,Picture,Test_1_5_4_Loesung_2_Entscheidung:_richtig,5238790,0,1,167,2,0,next,other,0
1,266,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,5238957,0,1,1171,2,0,next,other,0
1,267,Picture,Buchstabe,5252331,2174,1,7856,2,2000,next,other,0
1,268,Picture,Test_1_5_Gl_cor:_96_Setgr_4_Sequenz_YRPQ,5270217,0,1,1170,3,0,next,other,0
1,268,Response,1,5291703,21486,2,,,,,,
1,269,Picture,Test_1_5_BS_seq:_Y,5291949,0,1,167,2,0,next,other,0
1,269,Response,1,5296241,4292,2,,,,,,
1,270,Picture,Test_1_5_BS_seq:_YR,5296462,0,1,167,2,0,next,other,0
1,270,Response,1,5301604,5142,2,,,,,,
1,271,Picture,Test_1_5_BS_seq:_YRP,5301812,0,1,167,2,0,next,other,0
1,271,Response,1,5305730,3918,1,,,,,,
1,272,Picture,Test_1_5_BS_seq:_YRPQ,5305991,0,1,167,2,0,next,other,0
1,272,Response,1,5313670,7679,2,,,,,,
1,273,Picture,FB_corr,5318695,5000,1,10030,2,5000,next,other,0
1,274,Picture,Test_Setgroesse_6,5338755,0,1,1170,2,0,next,other,0
1,275,Picture,Test_2_1_1_Gleichung:_(1*8)-5,5339925,0,1,28418,2,0,next,other,0
1,275,Response,1,5368212,28287,2,,,,,,
1,275,Response,1,5385738,45813,5,,,,,,
1,276,Picture,Test_2_1_1_Loesung_2_Entscheidung:_falsch,5386063,0,1,167,2,0,next,other,0
1,277,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,5386230,0,1,1170,2,0,next,other,0
1,278,Picture,Buchstabe,5399603,2173,1,7857,2,2000,next,other,0
1,279,Picture,Test_2_1_2_Gleichung:_(3*6)-8,5407460,0,1,24406,2,0,next,other,0
1,279,Response,1,5431739,24279,2,,,,,,
1,279,Response,1,5446754,39294,45,,,,,,
1,280,Picture,Test_2_1_2_Loesung_9_Entscheidung:_falsch,5447078,0,1,167,2,0,next,other,0
1,281,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,5447245,0,1,1170,2,0,next,other,0
1,282,Picture,Buchstabe,5460618,2173,2,7857,3,2000,next,other,0
1,283,Picture,Test_2_1_3_Gleichung:_(3/3)+4,5468475,0,1,16550,2,0,next,other,0
1,283,Response,1,5484959,16484,1,,,,,,
1,283,Response,1,5498057,29582,2,,,,,,
1,284,Picture,Test_2_1_3_Loesung_5_Entscheidung:_richtig,5498231,0,1,167,2,0,next,other,0
1,285,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,5498398,0,1,1170,2,0,next,other,0
1,286,Picture,Buchstabe,5511771,2173,1,7857,2,2000,next,other,0
1,287,Picture,Test_2_1_4_Gleichung:_(3*3)-3,5519628,0,1,24239,2,0,next,other,0
1,287,Response,1,5543849,24221,1,,,,,,
1,287,Response,1,5559256,39628,62,,,,,,
1,288,Picture,Test_2_1_4_Loesung_5_Entscheidung:_falsch,5559580,0,1,167,3,0,next,other,0
1,289,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,5559747,0,2,1171,3,0,next,other,0
1,290,Picture,Buchstabe,5573121,2174,1,7856,3,2000,next,other,0
1,291,Picture,Test_2_1_5_Gleichung:_(3*2)-3,5580977,0,2,18389,3,0,next,other,0
1,291,Response,1,5599228,18251,1,,,,,,
1,291,Response,1,5612080,31103,145,,,,,,
1,292,Picture,Test_2_1_5_Loesung_3_Entscheidung:_richtig,5612404,0,2,168,3,0,next,other,0
1,293,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,5612572,0,1,1170,2,0,next,other,0
1,294,Picture,Buchstabe,5625945,2173,1,7857,2,2000,next,other,0
1,295,Picture,Test_2_1_6_Gleichung:_(2*5)-3,5633802,0,1,24071,2,0,next,other,0
1,295,Response,1,5657804,24002,1,,,,,,
1,295,Response,1,5673764,39962,26,,,,,,
1,296,Picture,Test_2_1_6_Loesung_5_Entscheidung:_falsch,5674088,0,2,168,3,0,next,other,0
1,297,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,5674256,0,1,1170,2,0,next,other,0
1,298,Picture,Buchstabe,5687629,2173,1,7857,2,2000,next,other,0
1,299,Picture,Test_2_1_Gl_cor:_96_Setgr_6_Sequenz_KTRHNY,5705515,0,2,1171,3,0,next,other,0
1,299,Response,1,5760117,54602,2,,,,,,
1,300,Picture,Test_2_1_BS_seq:_K,5760346,0,1,167,2,0,next,other,0
1,300,Response,1,5767955,7609,2,,,,,,
1,301,Picture,Test_2_1_BS_seq:_KT,5768202,0,2,168,3,0,next,other,0
1,301,Response,1,5775175,6973,2,,,,,,
1,302,Picture,Test_2_1_BS_seq:_KTR,5775391,0,1,167,2,0,next,other,0
1,302,Response,1,5781776,6385,1,,,,,,
1,303,Picture,Test_2_1_BS_seq:_KTRH,5782077,0,1,167,2,0,next,other,0
1,303,Response,1,5805497,23420,2,,,,,,
1,304,Picture,Test_2_1_BS_seq:_KTRHN,5805815,0,1,167,2,0,next,other,0
1,304,Response,1,5812304,6489,2,,,,,,
1,305,Picture,Test_2_1_BS_seq:_KTRHNY,5812501,0,1,167,2,0,next,other,0
1,305,Response,1,5838088,25587,3,,,,,,
1,306,Picture,FB_corr,5843427,5000,1,10030,2,5000,next,other,0
1,307,Picture,Test_Setgroesse_7,5863487,0,1,1170,2,0,next,other,0
1,308,Picture,Test_2_2_1_Gleichung:_(3/1)+6,5864657,0,1,33266,2,0,next,other,0
1,308,Response,1,5897796,33139,2,,,,,,
1,308,Response,1,5914984,50327,40,,,,,,
1,309,Picture,Test_2_2_1_Loesung_8_Entscheidung:_falsch,5915308,0,1,167,2,0,next,other,0
1,310,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,5915475,0,1,1170,2,0,next,other,0
1,311,Picture,Buchstabe,5928848,2173,1,7857,2,2000,next,other,0
1,312,Picture,Test_2_2_2_Gleichung:_(3*2)-5,5936705,0,1,22567,2,0,next,other,0
1,312,Response,1,5959167,22462,1,,,,,,
1,312,Response,1,5970650,33945,69,,,,,,
1,313,Picture,Test_2_2_2_Loesung_1_Entscheidung:_richtig,5970974,0,1,167,2,0,next,other,0
1,314,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,5971141,0,1,1170,2,0,next,other,0
1,315,Picture,Buchstabe,5984514,2173,1,7857,2,2000,next,other,0
1,316,Picture,Test_2_2_3_Gleichung:_(2*4)-4,5992371,0,1,29421,2,0,next,other,0
1,316,Response,1,6021770,29399,1,,,,,,
1,316,Response,1,6042698,50327,113,,,,,,
1,317,Picture,Test_2_2_3_Loesung_6_Entscheidung:_falsch,6043022,0,1,167,2,0,next,other,0
1,318,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,6043189,0,1,1170,3,0,next,other,0
1,319,Picture,Buchstabe,6056562,2173,2,7857,3,2000,next,other,0
1,320,Picture,Test_2_2_4_Gleichung:_(4*2)-7,6064419,0,1,17218,2,0,next,other,0
1,320,Response,1,6081590,17171,2,,,,,,
1,320,Response,1,6093015,28596,26,,,,,,
1,321,Picture,Test_2_2_4_Loesung_1_Entscheidung:_richtig,6093339,0,1,167,2,0,next,other,0
1,322,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,6093506,0,1,1170,2,0,next,other,0
1,323,Picture,Buchstabe,6106879,2173,1,7857,2,2000,next,other,0
1,324,Picture,Test_2_2_5_Gleichung:_(6*1)+3,6114736,0,1,19057,2,0,next,other,0
1,324,Response,1,6133777,19041,2,,,,,,
1,324,Response,1,6154364,39628,143,,,,,,
1,325,Picture,Test_2_2_5_Loesung_9_Entscheidung:_richtig,6154688,0,2,168,3,0,next,other,0
1,326,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,6154856,0,1,1170,2,0,next,other,0
1,327,Picture,Buchstabe,6168229,2173,1,7857,2,2000,next,other,0
1,328,Picture,Test_2_2_6_Gleichung:_(7*1)-5,6176086,0,1,16716,2,0,next,other,0
1,328,Response,1,6192656,16570,2,,,,,,
1,328,Response,1,6213039,36953,140,,,,,,
1,329,Picture,Test_2_2_6_Loesung_3_Entscheidung:_falsch,6213363,0,2,168,3,0,next,other,0
1,330,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,6213531,0,1,1170,2,0,next,other,0
1,331,Picture,Buchstabe,6226904,2173,1,7857,2,2000,next,other,0
1,332,Picture,Test_2_2_7_Gleichung:_(1*5)+2,6234761,0,1,21898,2,0,next,other,0
1,332,Response,1,6256495,21734,1,,,,,,
1,332,Response,1,6268371,33610,88,,,,,,
1,333,Picture,Test_2_2_7_Loesung_3_Entscheidung:_falsch,6268695,0,1,167,2,0,next,other,0
1,334,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,6268862,0,1,1170,3,0,next,other,0
1,335,Picture,Buchstabe,6282236,2174,1,7856,2,2000,next,other,0
1,336,Picture,Test_2_2_Gl_cor:_97_Setgr_7_Sequenz_NYRFJPT,6300122,0,1,1170,2,0,next,other,0
1,336,Response,1,6347970,47848,2,,,,,,
1,337,Picture,Test_2_2_BS_seq:_N,6348266,0,1,167,2,0,next,other,0
1,337,Response,1,6354776,6510,1,,,,,,
1,338,Picture,Test_2_2_BS_seq:_NY,6354952,0,2,168,3,0,next,other,0
1,338,Response,1,6360344,5392,2,,,,,,
1,339,Picture,Test_2_2_BS_seq:_NYR,6360636,0,1,167,2,0,next,other,0
1,339,Response,1,6423967,63331,1,,,,,,
1,340,Picture,Test_2_2_BS_seq:_NYRT,6424159,0,1,167,2,0,next,other,0
1,340,Response,1,6433864,9705,2,,,,,,
1,341,Picture,Test_2_2_BS_seq:_NYRTF,6434189,0,1,167,2,0,next,other,0
1,341,Response,1,6456136,21947,1,,,,,,
1,342,Picture,Test_2_2_BS_seq:_NYRTFJ,6456422,0,1,167,2,0,next,other,0
1,342,Response,1,6462426,6004,1,,,,,,
1,343,Picture,Test_2_2_BS_seq:_NYRTFJP,6462607,0,1,167,2,0,next,other,0
1,343,Response,1,6471912,9305,2,,,,,,
1,344,Picture,FB_inco,6477150,5000,1,45135,2,5000,next,other,0
1,345,Picture,Test_Setgroesse_3,6532315,0,1,1170,2,0,next,other,0
1,346,Picture,Test_2_3_1_Gleichung:_(4*2)-4,6533485,0,1,22901,3,0,next,other,0
1,346,Response,1,6556238,22753,1,,,,,,
1,346,Response,1,6571441,37956,59,,,,,,
1,347,Picture,Test_2_3_1_Loesung_2_Entscheidung:_falsch,6571766,0,1,167,2,0,next,other,0
1,348,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,6571933,0,1,1170,2,0,next,other,0
1,349,Picture,Buchstabe,6585306,2173,1,7857,2,2000,next,other,0
1,350,Picture,Test_2_3_2_Gleichung:_(2*3)-5,6593163,0,1,25075,2,0,next,other,0
1,350,Response,1,6618099,24936,2,,,,,,
1,350,Response,1,6630284,37121,84,,,,,,
1,351,Picture,Test_2_3_2_Loesung_2_Entscheidung:_falsch,6630608,0,1,167,2,0,next,other,0
1,352,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,6630775,0,1,1170,2,0,next,other,0
1,353,Picture,Buchstabe,6644148,2173,1,7857,2,2000,next,other,0
1,354,Picture,Test_2_3_3_Gleichung:_(1*9)-3,6652005,0,1,21397,2,0,next,other,0
1,354,Response,1,6673360,21355,1,,,,,,
1,354,Response,1,6691800,39795,18,,,,,,
1,355,Picture,Test_2_3_3_Loesung_6_Entscheidung:_richtig,6692125,0,1,167,2,0,next,other,0
1,356,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,6692292,0,1,1170,2,0,next,other,0
1,357,Picture,Buchstabe,6705665,2173,1,7857,2,2000,next,other,0
1,358,Picture,Test_2_3_Gl_cor:_97_Setgr_3_Sequenz_LFH,6723552,0,1,1170,2,0,next,other,0
1,358,Response,1,6740375,16823,1,,,,,,
1,359,Picture,Test_2_3_BS_seq:_L,6740603,0,1,167,2,0,next,other,0
1,359,Response,1,6757388,16785,2,,,,,,
1,360,Picture,Test_2_3_BS_seq:_LF,6757653,0,1,168,2,0,next,other,0
1,360,Response,1,6763265,5612,2,,,,,,
1,361,Picture,Test_2_3_BS_seq:_LFH,6763504,0,1,167,2,0,next,other,0
1,361,Response,1,6772030,8526,1,,,,,,
1,362,Picture,FB_corr,6777212,5000,1,10030,2,5000,next,other,0
1,363,Picture,Test_Setgroesse_4,6797272,0,1,1170,2,0,next,other,0
1,364,Picture,Test_2_4_1_Gleichung:_(2*2)-1,6798442,0,1,26245,2,0,next,other,0
1,364,Response,1,6824512,26070,2,,,,,,
1,364,Response,1,6840410,41968,86,,,,,,
1,365,Picture,Test_2_4_1_Loesung_1_Entscheidung:_falsch,6840735,0,1,167,2,0,next,other,0
1,366,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,6840902,0,1,1170,2,0,next,other,0
1,367,Picture,Buchstabe,6854275,2173,1,7857,2,2000,next,other,0
1,368,Picture,Test_2_4_2_Gleichung:_(3*4)-8,6862132,0,1,23904,2,0,next,other,0
1,368,Response,1,6885962,23830,2,,,,,,
1,368,Response,1,6900590,38458,119,,,,,,
1,369,Picture,Test_2_4_2_Loesung_4_Entscheidung:_richtig,6900914,0,1,167,2,0,next,other,0
1,370,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,6901081,0,1,1170,2,0,next,other,0
1,371,Picture,Buchstabe,6914454,2173,1,7857,2,2000,next,other,0
1,372,Picture,Test_2_4_3_Gleichung:_(1*9)+1,6922311,0,1,20227,2,0,next,other,0
1,372,Response,1,6942366,20055,1,,,,,,
1,372,Response,1,6961103,38792,134,,,,,,
1,373,Picture,Test_2_4_3_Loesung_9_Entscheidung:_falsch,6961428,0,1,167,2,0,next,other,0
1,374,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,6961595,0,1,1170,2,0,next,other,0
1,375,Picture,Buchstabe,6974968,2173,1,7857,2,2000,next,other,0
1,376,Picture,Test_2_4_4_Gleichung:_(3*1)-1,6982825,0,1,33767,2,0,next,other,0
1,376,Response,1,7016503,33678,1,,,,,,
1,376,Response,1,7032817,49992,79,,,,,,
1,377,Picture,Test_2_4_4_Loesung_1_Entscheidung:_falsch,7033142,0,1,167,2,0,next,other,0
1,378,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,7033309,0,1,1170,2,0,next,other,0
1,379,Picture,Buchstabe,7046682,2173,1,7857,2,2000,next,other,0
1,380,Picture,Test_2_4_Gl_cor:_97_Setgr_4_Sequenz_FNTH,7064569,0,1,1170,2,0,next,other,0
1,380,Response,1,7077233,12664,1,,,,,,
1,381,Picture,Test_2_4_BS_seq:_N,7077440,0,2,168,3,0,next,other,0
1,381,Response,1,7090328,12888,1,,,,,,
1,382,Picture,Test_2_4_BS_seq:_NF,7090647,0,1,167,2,0,next,other,0
1,382,Response,1,7100126,9479,1,,,,,,
1,383,Picture,Test_2_4_BS_seq:_NFT,7100342,0,1,167,2,0,next,other,0
1,383,Response,1,7106829,6487,2,,,,,,
1,384,Picture,Test_2_4_BS_seq:_NFTH,7107029,0,1,167,2,0,next,other,0
1,384,Response,1,7118793,11764,2,,,,,,
1,385,Picture,FB_inco,7124080,5000,1,45134,2,5000,next,other,0
1,385,Response,1,7154679,35599,1,,,,,,
1,386,Picture,Test_Setgroesse_5,7179244,0,1,1170,2,0,next,other,0
1,387,Picture,Test_2_5_1_Gleichung:_(1*2)+1,7180414,0,1,31762,2,0,next,other,0
1,387,Response,1,7212016,31602,1,,,,,,
1,387,Response,1,7227565,47151,24,,,,,,
1,388,Picture,Test_2_5_1_Loesung_2_Entscheidung:_falsch,7227889,0,1,167,2,0,next,other,0
1,389,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,7228056,0,1,1171,2,0,next,other,0
1,390,Picture,Buchstabe,7241430,2174,1,7856,2,2000,next,other,0
1,391,Picture,Test_2_5_2_Gleichung:_(1*2)+3,7249286,0,1,15212,2,0,next,other,0
1,391,Response,1,7264405,15119,2,,,,,,
1,391,Response,1,7275708,26422,44,,,,,,
1,392,Picture,Test_2_5_2_Loesung_5_Entscheidung:_richtig,7276033,0,1,167,2,0,next,other,0
1,393,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,7276200,0,1,1170,2,0,next,other,0
1,394,Picture,Buchstabe,7289573,2173,1,7857,2,2000,next,other,0
1,395,Picture,Test_2_5_3_Gleichung:_(7*1)+1,7297430,0,1,10030,2,0,next,other,0
1,395,Response,1,7307303,9873,2,,,,,,
1,395,Response,1,7323016,25586,65,,,,,,
1,395,Response,1,7326527,29097,61,,,,,,
1,396,Picture,Test_2_5_3_Loesung_9_Entscheidung:_falsch,7326851,0,1,167,2,0,next,other,0
1,397,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,7327018,0,1,1170,2,0,next,other,0
1,398,Picture,Buchstabe,7340391,2173,1,7857,2,2000,next,other,0
1,399,Picture,Test_2_5_4_Gleichung:_(4/1)+4,7348248,0,1,40454,2,0,next,other,0
1,399,Response,1,7388565,40317,2,,,,,,
1,399,Response,1,7399908,51660,1,,,,,,
1,400,Picture,Test_2_5_4_Loesung_8_Entscheidung:_richtig,7400237,0,1,167,2,0,next,other,0
1,401,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,7400404,0,1,1170,2,0,next,other,0
1,402,Picture,Buchstabe,7413777,2173,1,7857,2,2000,next,other,0
1,403,Picture,Test_2_5_5_Gleichung:_(6*1)+4,7421634,0,1,15212,2,0,next,other,0
1,403,Response,1,7436832,15198,1,,,,,,
1,403,Response,1,7451399,29765,80,,,,,,
1,404,Picture,Test_2_5_5_Loesung_8_Entscheidung:_falsch,7451723,0,2,168,3,0,next,other,0
1,405,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,7451891,0,1,1170,2,0,next,other,0
1,406,Picture,Buchstabe,7465264,2174,1,7857,2,2000,next,other,0
1,407,Picture,Test_2_5_Gl_cor:_98_Setgr_5_Sequenz_PLRTY,7483150,0,2,1171,3,0,next,other,0
1,407,Response,1,7498303,15153,2,,,,,,
1,408,Picture,Test_2_5_BS_seq:_P,7498530,0,1,167,2,0,next,other,0
1,408,Response,1,7502841,4311,1,,,,,,
1,409,Picture,Test_2_5_BS_seq:_PL,7503043,0,1,167,2,0,next,other,0
1,409,Response,1,7514907,11864,2,,,,,,
1,410,Picture,Test_2_5_BS_seq:_PLR,7515079,0,1,167,2,0,next,other,0
1,410,Response,1,7519445,4366,2,,,,,,
1,411,Picture,Test_2_5_BS_seq:_PLRT,7519760,0,1,167,2,0,next,other,0
1,411,Response,1,7523364,3604,2,,,,,,
1,412,Picture,Test_2_5_BS_seq:_PLRTY,7523604,0,2,168,3,0,next,other,0
1,412,Response,1,7529346,5742,2,,,,,,
1,413,Picture,FB_corr,7534637,5000,1,10030,2,5000,next,other,0
1,414,Picture,Test_Setgroesse_4,7554697,0,1,1170,2,0,next,other,0
1,415,Picture,Test_3_1_1_Gleichung:_(3/1)+4,7555867,0,1,25744,2,0,next,other,0
1,415,Response,1,7581532,25665,1,,,,,,
1,415,Response,1,7599340,43473,36,,,,,,
1,416,Picture,Test_3_1_1_Loesung_5_Entscheidung:_falsch,7599665,0,1,167,2,0,next,other,0
1,417,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,7599832,0,1,1170,2,0,next,other,0
1,418,Picture,Buchstabe,7613205,2173,1,7857,2,2000,next,other,0
1,418,Response,1,7619996,8964,2,,,,,,
1,419,Picture,Test_3_1_2_Gleichung:_(2*2)-2,7621062,0,1,37946,2,0,next,other,0
1,419,Response,1,7658868,37806,1,,,,,,
1,419,Response,1,7671221,50159,125,,,,,,
1,420,Picture,Test_3_1_2_Loesung_1_Entscheidung:_falsch,7671546,0,1,167,2,0,next,other,0
1,421,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,7671713,0,1,1170,2,0,next,other,0
1,422,Picture,Buchstabe,7685086,2173,1,7857,2,2000,next,other,0
1,423,Picture,Test_3_1_3_Gleichung:_(1*2)+6,7692943,0,1,15045,2,0,next,other,0
1,423,Response,1,7707848,14905,1,,,,,,
1,423,Response,1,7720535,27592,101,,,,,,
1,424,Picture,Test_3_1_3_Loesung_8_Entscheidung:_richtig,7720859,0,2,168,3,0,next,other,0
1,425,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,7721027,0,1,1170,2,0,next,other,0
1,426,Picture,Buchstabe,7734400,2173,1,7857,2,2000,next,other,0
1,427,Picture,Test_3_1_4_Gleichung:_(7*1)+2,7742257,0,1,22400,2,0,next,other,0
1,427,Response,1,7764563,22306,1,,,,,,
1,427,Response,1,7775867,33610,142,,,,,,
1,428,Picture,Test_3_1_4_Loesung_8_Entscheidung:_falsch,7776191,0,1,167,2,0,next,other,0
1,429,Picture,Test_FB_corr__entscheidung:_falsch__CorEnt_F,7776358,0,1,1170,3,0,next,other,0
1,430,Picture,Buchstabe,7789731,2173,2,7857,3,2000,next,other,0
1,431,Picture,Test_3_1_Gl_cor:_98_Setgr_4_Sequenz_NTRQ,7807618,0,1,1170,2,0,next,other,0
1,431,Response,1,7822205,14587,2,,,,,,
1,432,Picture,Test_3_1_BS_seq:_N,7822496,0,1,167,2,0,next,other,0
1,432,Response,1,7827878,5382,2,,,,,,
1,433,Picture,Test_3_1_BS_seq:_NT,7828180,0,1,167,2,0,next,other,0
1,433,Response,1,7834479,6299,1,,,,,,
1,434,Picture,Test_3_1_BS_seq:_NTR,7834699,0,1,167,2,0,next,other,0
1,434,Response,1,7839429,4730,1,,,,,,
1,435,Picture,Test_3_1_BS_seq:_NTRQ,7839714,0,1,167,2,0,next,other,0
1,435,Response,1,7847885,8171,2,,,,,,
1,436,Picture,FB_corr,7852920,5000,1,10030,2,5000,next,other,0
1,437,Picture,Test_Setgroesse_5,7872980,0,1,1170,2,0,next,other,0
1,438,Picture,Test_3_2_1_Gleichung:_(1/1)+5,7874150,0,1,29588,2,0,next,other,0
1,438,Response,1,7903573,29423,1,,,,,,
1,438,Response,1,7915433,41283,2,,,,,,
1,439,Picture,Test_3_2_1_Loesung_6_Entscheidung:_richtig,7915607,0,1,167,2,0,next,other,0
1,440,Picture,Test_FB_corr__entscheidung:_richtig__CorEnt_R,7915774,0,1,1170,2,0,next,other,0
1,441,Picture,Buchstabe,7929147,2173,1,7857,2,2000,next,other,0
